97;BLEU MARINE PLAISANCE;"Location de bateaux sans permis : visite du port, navigation en mer. 
Location de bateaux avec permis : navigation en mer, port du Cap d'Agde, Étang de Thau... 
Location de 2h, 3h , 4h ou journée de 8h.
Location de bouée de traction, wakeboard, ski nautique.
Évènement spéciaux ou sorties VIP avec skipper sur demande.
Sur réservation, par téléphone.";34003;;43.2818021, 3.51365293
98;CHRISTIAN CHAMPSAUR - ÉCOLE DE NATATION KIKI - AQUABIKE AQUAGYM;"> Cours collectifs en musique : aquabike, aquagym, tonification musculaire, stretching, aquaphobie (gestion du stress), relaxation. Piscine chauffée à 32° et couverte.
> École de natation : bébé nageurs (3 mois à 3 ans et demi), enfants, adultes.
> Coaching personnalisé.";34003;Agde;43.2967774, 3.5096041
99;MONSTER JET;"Monster Jet vous propose différentes activités nautiques : 
> Jet ski : initiations et randonnées (pour les randonnées les photos sont offertes).
> Bouées tractées : minimum 8 personnes.
> Paddle (1 place) & Big daddy (3 à 10 places).";34003;Agde;43.2919434, 3.52729398
100;L'ATELIER VIGN'HEUREUX;"Initiation et découverte du vin dans un domaine du Pic Saint-Loup.
Découvrez les coulisses d'un domaine viticole. Initiation ludique et conviviale autour des vins du Domaine.";34314;Le Triadou;43.7443282, 3.856388
101;DÉCOUVERTE DU VOLCANISME;"La destination Cap d’Agde Méditerranée est une terre de volcans. Nombreux sont les sites géologiques où l’on peut trouver la fameuse “roche noire”. La plage de sable noire la Grande Conque, le Mont Saint-Loup et les causses basaltiques de Caux et de Nizas sont les témoins de cette spécificité locale. Le basalte et les pierres volcaniques ont permis la fabrication de nombreux ouvrages et églises notamment celles d’Agde et de Saint Thibéry. Le mont Saint-Loup est le dernier volcan émergé de la chaîne des Puys d’Auvergne. Son éruption (750 000 av. J.-C.) et celle d’autres volcans immergés ont entraîné, en partie, la formation du site du Cap d’Agde. Pas d’accès en voiture. 

Sur réservation par mail ou téléphone auprès de l'ADENA";34003;Agde;43.3126019, 3.52965207
102;MONTPELLIER HÉRAULT SPORT CLUB;"Vous voulez vivre un moment unique ? Entre chaleur, ferveur et détente ? Alors rendez-vous au Stade de La Mosson pour assister à une rencontre du Montpellier Hérault Sport Club. 
Le club de football phare d'Occitanie, champion de France en 2012, vous accueille pour une expérience où la ferveur de l’enjeu sportif se mêle à un club authentique et familial, à nul autre pareil. En famille, entre amis, en simple spectateur ou en monde supporter, le MHSC vous procurera un moment de bonheur que nous n’oublierez pas. Réservez votre place dès maintenant, en vous rendant sur le site officiel du club www.mhscfoot.com 
Vous y découvrirez aussi notre équipe féminine - elle aussi dans l'élite - qui joue ses matchs à domicile au Domaine de Grammont... Avec la même passion !";34172;Montpellier;43.62189, 3.81201
103;BRIDGE CLUB M.J.C;"Tournois de bridge :
Jeudi à 19h sauf du 23 juillet au 1er septembre
Lundi, mercredi, vendredi à 14h30 
Mardi à 14h30 : limité aux joueurs 3 PR";34003;Agde;43.3152692, 3.47370408
104;MONTPELLIER MÉTROPOLE HOCKEY CLUB;"Dans un championnat de Division 1 particulièrement compétitif, l'équipe Senior des Vipers propose des soirées alliant sport et spectacle devant un public familial et chaleureux. 
La structuration du club et la formation des jeunes, autres piliers du projet sportif du club, poursuivent leur développement grâce au soutien de nombreux bénévoles et partenaires rassemblés autour des valeurs du sport collectif. Dans une ambiance unique à Montpellier, venez découvrir le ""sport collectif le plus rapide"", vivre un spectacle et partager vos émotions!";34172;Montpellier;43.6034533, 3.916267
105;CHASSE AU TRESOR - ALICE ET LA FONTAINE MAGIQUE;"Jeux de pistes sur le site des 9 écluses sur la thématique de la ""fontaine magique de Fonseranes"" qui permettait d'exaucer des vœux. Malheureusement, nul ne sait où elle se situe, mais la légende raconte que celui qui posséderait la carte aux symboles pourrait la retrouver....à vous de jouer ! 

Disponible en français et anglais.
Kit d'enquête à retirer à la Maison du Site.
Badge de récompense supplémentaire : 1€
A partir de 7 ans.";34032;Béziers;43.330409, 3.19796564
106;DOMAINE DE SAUZET;"Lors de votre visite, vous pourrez apercevoir le fonctionnement de nos chais : utilisation de panneaux photovoltaïques et thermiques pour l’eau chaude et l’électricité, récupération d’eau de pluie…
Au mois de juillet et août, le caveau de dégustation est ouvert en permanence. Des visites guidées peuvent être organisées sur demande.
Aux autres périodes de l’année, nous vous accueillons sur rendez-vous.";34243;Saint-Bauzille-de-Putois;43.9051358, 3.76140117
107;MAS DE PRADINES;"Mme Lapousterle vous fait visiter le château de Pradines datant du XVIe siècle à travers les personnages qui on fait sa renommée.
Cette passionnée vous ouvre également les portes de sa magnifique roseraie et vous faire terminer ce moment  magique par la dégustation du vin du Domaine.
Visite sur réservation.";34171;Montoulieu;43.9219616, 3.79150628
108;CENTRE ÉQUESTRE LES III TEMPS;Le Centre Equestre Les III Temps propose des balades à cheval et à poney, des cours d'équitation cheval et poney, des stages pendant les vacances scolaires, des anniversaires poney.;34069;Cazouls-lès-Béziers;43.370732, 3.105451
109;NICO PLONGEE;"Nico Plongée propose des activités de plongée pour débutants accessibles à tous : 
baptême plongée traditionnel, baptême plongée photo, baptême plongée de nuit, baptême plongée avec scooter sous marin, baptême chasse au trésor, stage découverte nominatif...";34329;Vendres;43.2158592, 3.23652803
110;RANDO ET COMPAGNIE;"Randonnées Nocturnes:
Venez randonner en pleine nature sous la voûte céleste, observer les astres, écouter les oiseaux nocturnes et découvrir le monde de la nuit.
De 5 à 20 participants.
Rendez-vous au crépuscule pour une marche facile pendant que la nuit s'installe. Nous nous installons ensuite en pleine nature sous la voûte céleste et je vous offre une boisson, chaude ou froide selon la saison. L'observation des étoiles, des planètes et des constellations peut alors commencer, à l’œil nu, aux jumelles, et à l'aide d'une lunette astronomique.
Retour environ 3 heures plus tard.";34185;Notre-Dame-de-Londres;43.810138, 3.773538
111;LES JEUNES YOGIS;"Sandrine Beaufils (certifiée Natha Yoga) vous propose de découvrir le yoga autrement avec vos enfants et ados pour un moment de partage et de complicité.

Une approche du Yoga par des ateliers ludiques, d'expression corporelle.

- Yoga enfants (de 4 à 11 ans) : Vivez des moments ludiques et créatifs ou s'alternent moments dynamiques et détentes.
- Yoga ados (de 12 à 17 ans) : Préparez vous aux examens en apprenant à gérer le stress et les émotions.
- Yoga famille (De 7 à 77 ans et plus) : Vivez un moment de partage et de complicité en famille.

En cours ou à domicile, prenez soin de vous et de votre famille.";34154;Mauguio;43.5454375, 3.9800644
112;PESCATOURISME LE FLORIE;"Envie d’évasion ?
Embarquez avec un Pêcheur professionnel découvrir le métier !!! Une immersion de six heures vous est proposée.
Le Florie pratique une petite pêche artisanale et respectueuse de l’environnement. Cette pêche raisonnée permet de rejeter le poisson vivant à la mer si ce dernier est encore juvénile. Trois types de sorties sont possibles : la pêche au thon à la canne, la pêche aux palangres et la petite pêche saisonnière.";34301;;43.3959809, 3.7003434
113;DOMAINE DE L’OULIVIE;"Nous proposons des visites guidées de notre domaine en tracteur ou pédestre.  Vous voyagerez de 1957 à nos jours, sur le chemin « L’Or de mon Grand-père ». L’histoire familiale vous sera contée puis vous cheminerez au cœur de notre oliveraie où vous découvrirez notre travail d’oliveron.  
Selon la saison, vous croiserez nos chevaux.
Dans notre moulin à huile, vous verrez les différentes étapes d’extraction de l’huile d’olive.
Pour clôturer la visite, une dégustation vous sera proposée.
Durée : 1h15-1h30
Sur réservation.";34082;Combaillaux;43.674163, 3.795138
114;OCCITANIE EXCURSIONS -EXCURSIONS TOURISTIQUES VISITES GUIDEES;"Occitanie Excursions propose des visites guidées dans le centre historique de Montpellier. 
Vous pouvez me retrouver autour de différents thèmes : les femmes, l'archéologie, la ville au Moyen-âge comparée à la ville d'aujourd'hui. 
Les événements sont annoncés sur ma page Facebook et mon site internet chaque mois.

Vous pourrez aussi me retrouver à travers des visites gourmandes ou œnologiques, sur réservation bien entendu !
Montpelliérain(es) ou non, vous ne verrai plus la ville de la même façon !";34172;Montpellier;43.607717, 3.876
115;DOMAINE LES BAIES SAUVAGES;"Balade dans les vignes, découverte des cépages et de la cave de vinification, dégustation de 5 vins et tapas. 
Le domaine Les Baies Sauvages est un domaine  familial depuis quatre générations.
Les vins élaborés au domaine sont le fruit d'un échange entre l'homme, le cépage et son terroir: l'élevage des vins  est réalisé avec rigueur et passion. 
Sur réservation, 8 personnes minimum.";34184;Nizas;43.5149973, 3.40816764
116;MONTPELLIER ATHLÉTISME MÉDITERRANÉE MÉTROPOLE;"Le MA2M, est né en 2009 de la volonté des clubs de Montpellier et de sa Métropole de collaborer afin de développer les activités de formation, d’entraînement et de compétition, au-delà, de contribuer au développement de l’athlétisme sur le plan local, départemental et régional.

Le MA2M c’est aussi de nombreux événements pour tous, le 10 octobre 2021 a eu lieu le 10km de Montpellier. Quelques jours plus tard, une MAYER EXPERIENCE a eu lieu sur le stade Philippides. En mars 2022 vous retrouverez le mythique marathon de Montpellier (vous pouvez vous inscrire dès maintenant). 
Début juin vous retrouverez deux événements avec des athlètes de haut niveau, le Défi’athlon et le meeting national de Montpellier.";34172;Montpellier;43.619039, 3.866023
117;LES CHAMPS DU POSSIBLE - BALADES POETIQUES ET CONTÉES;"Balade contés dans les rues de Saint-Martin-de-Londres,  Accueil du public à l'Office de Tourisme sur Saint-Martin-de-Londres.
Une œuvre littéraire du 12ème / 13ème siècle, la seule chantefable  de notre patrimoine littéraire sera découpée en 4 à 5 stations sur les divers points fort du village et adaptée: les noms seront changés. la visite se terminera place de la fontaine.

Retour à l'Office de Tourisme.
Avant la balade, les personnes sont passées s'inscrire et payer à l'Office de Tourisme.";34255;Saint-Gély-du-Fesc;43.689695, 3.806357
118;VELO'RIQUE;Vélo Rique est une société de location de vélos principalement électriques. Des vélos ordinaires sont également disponibles. Vélo Rique est situé au cœur d'Olargues, un agréable village médiéval, avec de belles pistes cyclables à proximité.;34187;Olargues;43.556537, 2.914171
119;ATELIER D'ART RAYMIE;"Les thématiques picturales prédominantes sont les paysages de nos régions, les fleurs et les fruits. Raymie a fait le choix d'une palette de couleur chatoyante où les camaïeux de couleurs créent de douces harmonies et invitent à la détente. Les paysages sublimés par son style personnel sont une invitation à autant de balades existantes et lumineuses au cœur de sa peinture, entre Méditerranée, Causses et Cévennes, qu'elle affectionne depuis son enfance mais aussi au jardin ou elle puise l'inspiration pour ses aquarelles de fleurs et bouquets.
Artiste peintre professionnelle référencée à la Maison des Artistes, elle est aussi Artisan d'Art Céramiste, référencée depuis les années 1980 dans le Guide des Céramistes de la Revue de la Céramique et du Verre. Elle crée des sculptures-modelages de terre cuite patinée ainsi que des objets décoratifs en faïence émaillée qui s'associent aux tableaux dans sa petite galerie-boutique et sur les expositions et salons extérieurs.";34115;Gorniès;43.890824, 3.62505966
120;CÉVENNES PARAPENTE;"Nous sommes Benoit et Olivier, deux moniteurs passionnés par le parapente. Après des années de pratique, quelques compétitions et avoir initié au parapente des milliers de personnes dans d’autres départements, nous avons décidé de venir enseigner et pratiquer cette discipline à Montpellier, dans l’Hérault.

Que ce soit pour un stage d’initiation, de perfectionnement ou un baptême de parapente, notre approche est basée sur la personnalisation.

Chacun réagit différemment à la sensation de voler. Grâce aux milliers de vols d’initiation et de baptêmes pratiqués, nous avons appris à cerner la psychologie de chacun pour adapter notre manière d’enseigner et de vous emmener en baptême de parapente.";34111;Ganges;43.9427112, 3.7097216
121;EMOTION VIN;"Découvrez les vins écoresponsables de notre région à travers des ateliers de dégustation, des cours et des balades oenotouristiques. Une approche ludique et conviviale pour mieux appréhender la région viticole la plus grande et la plus diversifiée de France.
Émotion Vin propose l'ensemble de ses activités en privé. Vous souhaitez vous balader dans les vignes et découvrir l'univers de la viticulture, vous souhaitez organiser une dégustation à domicile ou assister à une initiation à la dégustation sur un domaine viticole, contactez-moi ! 
Nous définirons ensemble vos envies et la date de ce beau moment de partage.";34172;Montpellier;43.6089148, 3.88067326
122;LE MAS MOUTH;Frédéric, archéologue préhistorien, vous propose ponctuellement des Ateliers et stages liés à la Préhistoire.;34171;Montoulieu;43.9242707, 3.79496553
123;LOCA-VELO.FR;"Location de vélo : vélo de tourisme 5 vitesses, vélo enfant, VTT, Beach Cruiser, vélo à assistance électrique.
Livraison possible.
Réparation de cycles et vélo à assistance électrique. Pièces détachées.

#LOCATIONVELO";34003;Agde;43.2853274, 3.51310528
124;ECURIES DES 4 VENTS;"ÉCURIES DES 4 VENTS à Lunas

Centre Équestre, randonnées à cheval, poney club, stages vacances, pension, débourrage, équithérapie, travail du cheval difficile.
Equestrian Center, horseback riding, poney club, lessons, training...

06 34 12 57 77
Chemin de reirigardie, Lunas
Facebook : Ecuries des 4 vents";34144;Lunas;43.704184, 3.18656475
125;EBIKE COMPANY;"Location de vélo classique ou à assistance électrique, trottinette et scooter électrique. 
Spécialiste du fat bike électrique. 
Boutique de vente. 

#LOCATIONVELO
#TROTTINETTE";34003;Agde;43.2862234, 3.50916547
126;DISCOVER FRANCE;"Depuis plus de 20 ans Discover France est le spécialiste du voyage d’aventure en France. Á vélo, pendant une randonnée, en canoë le long d’un fleuve, ou en sirotant un verre de vin dans un café de village, découvrez avec nous une nouvelle façon de voyager hors des sentiers battus.
Notre concept est simple : le voyage liberté. Nous préparons votre itinéraire de A à Z et vous fournissons les équipements nécessaires...ensuite vous partez en toute liberté à l’aventure !";34154;Mauguio;43.5829198, 3.94145102
127;ROYAL SUD ROAD;"Organisation de balades en moto à la découverte de l'Hérault.
Organisation d'évènements motos.
Location de motos Royal Enfield.";34003;Agde;43.30995, 3.49776
128;UNIVERSYACHT;"Balade en bateau privatisé avec skipper et dégustations.
Universyacht propose un moment d'évasion à travers la navigation entre mer, fleuve, canal et étang.
Toutes les prestations sont privatisées, personnalisées et accompagnées de dégustations, vins locaux et champagne. Sélection des dégustations lors de la réservation.";34003;Agde;43.2822248, 3.50064338
129;"""PIERRES SECHES "" ASSOCIATION SAUVEGARDE DU PATRIMOINE DES HAUTS CANTONS";"La pratique de la Pierre Sèche inscrite à l' UNESCO permet la restauration de tout un patrimoine : carabelles, murs de soutènement, escaliers, niches, calades, mur de clôture, etc… Ce patrimoine constitue une mémoire locale et une immense richesse culturelle.
Pour transmettre le savoir, l’Association « Pierres Sèches » sauvegarde du patrimoine, propose des ateliers tout au long de l’année, au public et au monde du handicap.
Point de rendez-vous pour les ateliers tous les mardis au caveau de vente des Crus de Faugères sur D909.";34096;Faugères;43.566, 3.188
130;L'ATELIER DE POTERIE D'ISABELLE;Stages découvertes pour adultes et enfants, expositions gratuites des artistes amateurs locaux.;34324;Valras-Plage;43.2455228, 3.2901891
131;LES MUSES EN DIALOGUE;"""Penser, nourrir, transmettre l’amour des musiques anciennes et du patrimoine""

LES MUSES EN DIALOGUE proposent une action globale autour de la diffusion et de la connaissance
des répertoires anciens basée sur : 
-des actions de diffusion matérialisées notamment par le Festival de musique ancienne à Maguelone et par les Rencontres avec les musiques anciennes en Pic St-Loup.
- une action de promotion avec l’organisation annuelle de la Journée européenne de musique ancienne qui fédère les forces vives (conservatoires, université, lieux de conservation, interprètes) de la grande région.
-La médiation culturelle : Les Muses en Dialogue font découvrir les musiques anciennes en les présentant « hors les murs », dans les musées, les bibliothèques, les caves à vin, à la rencontre d’un autre public. 

De même, les musiques anciennes investissent les quartiers difficiles pour des conférences, des ateliers, des séances d’écoute avec une ambition : les donner à aimer au plus grand nombre...";34255;Saint-Gély-du-Fesc;43.67843, 3.814047
132;DUO HANDIVELO;"Location d'un vélo (fat bike) à assistance électrique équipé pour être jumelé à un fauteuil pour personne à mobilité réduite, idéal pour des handi-balades à vélo. 

Disponible à la boutique EBIKE COMPANY de vente et de location de cycles.";34003;Agde;43.2862234, 3.50916547
133;SEIGNEURIE DE PEYRAT;"La Seigneurie de Peyrat est un vaste domaine familial composé d'un château, d'un parc clos de murs, de jardins potagers, d'une oliveraie, de bois, de garrigues sauvages, mais surtout d'un vaste vignoble. 

Au cœur de ce terroir exceptionnel, la famille VIENNET-ESPADA perpétue un art de vivre raffiné et proche de la nature combinant tradition, passion et innovation. 

La Seigneurie de Peyrat qui reçut en 1660 le roi Louis XIV et le cardinal Mazarin, vous invite aujourd'hui à découvrir ce lieu unique chargé d'histoire et sa collection de vins élégants, afin de partager l'expérience ""Noble Plaisir"".

• Visite du domaine à 11h, du lundi au vendredi de juin à septembre : le château du XVIIe, La Chapelle, les jardins, les vignes et le chai. Visites sur rendez-vous en dehors de l'été.

• Pique-nique chic de 12h à 16h : découverte des vins du domaine autour d'un pique-nique à base de produits du terroir.";34199;Tourbes;43.4711598, 3.37538153
134;RELIEFS & NATURE;"Installée à la porte du Parc National des Cévennes, dont le jardin serait la garrigue, Reliefs et nature est une structure d’accompagnement de randonnées pédestres et cyclo (VTT et route) et d’éducation à l’environnement.
Nous avons la volonté de faire découvrir un environnement exceptionnel en prenant le temps de s’arrêter sur les richesses qui le composent.
A pied ou à vélo, nous partirons dans une découverte des paysages emblématiques des Cévennes comme le massif de l’Aigoual, les causses et son cirque de Navacelles, le Pic Saint Loup, Anduze, etc.
Tout proche de Montpellier, de Nîmes et d’Alès, ce carrefour nous permet d’aller partout, tout le temps. Contactez-nous pour que l’on puisse définir votre projet de balade ou de randonnée à la découverte de notre territoire, qui sera aussi bientôt le votre.";34111;Ganges;43.93388, 3.70935
135;LEO-PAUL FAYETTE - MONITEUR GUIDE DE PÊCHE;"Je suis Léo-Paul votre moniteur guide de pêche diplômée d’état, je vous propose de découvrir avec moi le monde de la pêche, de l’initiation au perfectionnement pêche à la mouche et aux leurres je vous ferai découvrir l’Hérault, la Vis, le Tarn et la Dourbie. 
Seul, en famille ou entre amis je m’adapte à vos envies alors n’hésitez a me contacter pour plus d’informations
Le prêt de matériel adapté à votre niveau est possible 
A plus au bord de l’eau !";34111;Ganges;43.934783, 3.711024
136;APPLICATION : FABRE AND THE CITY 2;"Le musée Fabre vous propose une application géo localisée pour explorer l’histoire de la médecine et de l’art à Montpellier.
Une proposition ludique à travers des parcours jeux scénarisés, pour une promenade culturelle, un moment partagé en famille ou une expérience de jeux avec vos amis !

Les personnalités les plus illustres, telles qu’Arnaud de Villeneuve, Rabelais, Lapeyronie… deviennent vos guides animés au fil des grandes périodes de l’histoire.

Trois parcours vous sont proposés :

- Un parcours libre, sans prescription d’ordre, vous permettant de découvrir les lieux en fonction de vos envies et de vos déplacements

- Un jeu de piste à destination des familles, avec des enfants à partir de 10 ans : un moment d’apprentissage ludique et dynamique à partager.

- Un jeu de piste façon escape game pour les gamers : un parcours de jeu sur mesure, destiné principalement aux jeunes joueurs montpelliérains.

Application téléchargeable sur le Play Store et l'Apple Store";34172;Montpellier;43.6117463, 3.8801888
137;GROUPE LOCALE L.P.O GRAND PIC SAINT-LOUP;"Le Groupe Local LPO ""Pic Saint Loup"" proposera aux adhérents des environs des sorties et prospections.
Vous retrouverez l'agenda du groupe sur l'agenda départemental, si vous souhaitez vous investir dans la concrétisation de la création de ce groupe et pour + d'informations : lpo.picsaintloup@gmail.com";34060;Causse-de-la-Selle;43.8031639, 3.6498838
138;BESSAN AVENTURE;Activités nautiques sur l'Hérault, à la guinguette de Bessan : stand up paddle, canoë, kayak, pédalo, chasse au trésor, sortie apéro nocturne.;34031;Bessan;43.3543087, 3.43071572
139;MULTI-LOISIRS ACCROJUMP;"Neuf activités en un seul lieu, voilà ce que nous vous proposons. 

 Idéal pour occuper vos journée en famille ou entre amis, vous ne verrez pas le temps dans notre parc multi-loisirs. 
Au programme  de l'accrobranche,  du tir à l'arc, de la slackline, une aire de jeux tubulaires, une tyrolienne, un mur d'escalade,  de la course d'orientation, du west filet ou encore du homeball.

On attend plus que vous !";34299;Sérignan;43.2534551, 3.27418791
140;CENTRE DE FORMATION MARITIME;"Ecole Française de Voile. Agréée à la FFV n° 34905. Centre agréé Jeunesse et Sport.
Formation plaisance côtière.
Cours particuliers sur voilier de propriétaire.";34003;Agde;43.273725, 3.50508301
141;SMILE-EBIKE;"Avec le vélo électrique, tout est facile ! 

Montpellier, le Pic-Saint-Loup, l'Etang de Pérols ou le littoral, allez où vous voulez en vélo électrique ! Partez à deux, à plusieurs ou en famille sur les pistes cyclables de Montpellier pour vous déplacer en toute sécurité à Montpellier. Smile-Ebike propose de vous guider grâce à son application téléphone afin que tout soit facile. 
En plus, nous sommes ouvert 7 jours sur 7 !";34172;Montpellier;43.60451, 3.87391
142;DÉCOUVERTE NATURALISTE DU LITTORAL ET PÊCHE À PIED;"Découverte naturaliste du littoral, pêche en autonomie, puis observation et informations sur les espèces capturées. Remise à l'eau des animaux.

La séance, sur réservation préalable, regroupe environ 20 enfants (accompagné d'un adulte - obligatoire) et un animateur. 
Rendez-vous devant l'accueil du sentier sous-marin à la Plagette à 9h.
Equipement obligatoire non fourni : chaussures permettant de marcher dans l'eau (pas de tongs, ni de bottes) et tenue de plage. Au moment du départ, vérification du matériel et distribution de seaux et d'épuisettes à chaque enfant.
Destination la plage de la Grande Conque à 300 m et explication des consignes.";34003;Agde;43.27479, 3.511849
143;LES VELOS DU BRENNUS;"Mathilde et Franck mettent à votre disposition des vélos à assistance électriques pour que vous puissiez partir à la découverte des nombreuses richesses de Béziers et de ses alentours: le centre historique, le Canal du Midi, ses villages voisins, ou pour tout simplement aller à la plage la plus proche.
Découvrez le territoire autrement et facilement grâce à ces vélos accessibles pour tous niveaux ! 
Le matériel sur place : 
- une trentaine de vélos
- des porte-bébés
- des remarques pour enfants 
autres accessoires : casques, anti-vols, paniers";34032;Béziers;43.3306694, 3.1999721
144;PAR 4 CHEMINS;"Par 4 Chemins est une association engagée en faveur d'un tourisme de proximité, écosensible et solidaire. Elle propose et encadre des aventures de randonnées itinérantes en montagne, pour tous, étalées sur l'année (de mai à octobre) en Occitanie. Les sorties à la journée ou les itinérances, de 2 à 6 jours et de débutant à confirmé, combinent de l’initiation escalade, du yoga ou encore une descente en canoë-kayak grâce à nos partenaires locaux en plus de la randonnée pédestre. 

Rafaelle, l’accompagnatrice en montagne, vous transmet sa passion et ses connaissances dans la bonne humeur tout en assurant la sécurité des participants. Par 4 Chemins privilégie les départs en petit groupe (maximum 8 participants) pour plus de convivialité.
Les circuits proposés vont des Pyrénées aux Cévennes en passant par l’Aubrac, le Canigou et les Gorges de l’Hérault.";34172;Montpellier;43.6133853, 3.8976251
145;FREEDOM BOAT CLUB;"Devenez adhérent au club nautique Freedom Boat Club et profitez d'une flotte de bateaux à moteur variés pour vous détendre, faire du sport, pêcher...
Le concept : l'abonnement à la navigation en illimité et sans contraintes.
Une nouvelle alternative passionnante permettant de naviguer en toute liberté et simplicité !

Adhésion annuelle. Droit d'entrée au club et cotisation mensuelle selon la formule choisie.";34003;Agde;43.28185, 3.51501
146;LE SUD MAKES ME HAPPY;"Créatrice de circuits, enseignante en école d'art et ""butineuse"" culturelle depuis plus de 15 ans aujourd'hui je souhaite partager, faire découvrir de manière confidentielle comme on pourrait le faire pour des membres de notre famille avec professionnalisme, enthousiasme, bonne humeur et générosité. Tout le monde vous le dira...je ne suis pas une guide comme une autre donc soyez prêts à vivre une expérience différente!
Guide conférencière diplômée, créatrice de circuits autour de l'art, de la gastronomie, de la mode et de l'artisanat en Occitanie et Provence. Je réenchante le quotidien avec comme objectif de changer notre regard sur notre environnement urbain";34172;Montpellier;43.6047275, 3.9011747
147;CHASSE AU TRESOR - ALICE ET L'OEUF MYSTERIEUX;"Lors d’une sortie scolaire à Sérignan, Alice, la fille de l’archiviste, a encore besoin de toi.

 Découvre la faune et flore du site les Orpellières tout en résolvant les énigmes qui jalonnent ton parcours. 
 Pour cela, rends-toi à l’Office de Tourisme afin de t’équiper de ton kit et mener l’enquête avec Alice.

A partir de 5 ans. 
Durée : 2 heures.";34299;Sérignan;43.2635986, 3.31321127
148;LOCA SURF LOISIRS - VTT;Location de VTT électriques tout suspendu (S/M/L) avec possibilité de louer une carriole pour les enfants (sur réservation).;34293;La Salvetat-sur-Agout;43.6027362, 2.67970119
149;ESPRIT TELLURIQUE;"Les Balades incluent une brève marche et des pratiques très simples (posture, respiration, méditation, relaxation), accessible à tous, même ceux qui n'ont jamais fait de yoga. Le temps d'une balade en pleine nature, vous alliez le bien-être à la visite originale du patrimoine.
A Minerve, au milieu d'un paysage préservé de garrigue, vous parcourez cette cité médiévale et son site naturel exceptionnel en prenant le temps de s'arrêter, contempler et faire silence.
Une découverte unique en son genre, grâce au profil inédit de votre guide. Aude Labadie est guide-conférencière habilitée, spécialiste de la région Occitanie et titulaire d'une licence universitaire en yoga traditionnel. Par cette double compétence et plus de 10 ans d'expérience, elle saura vous accompagner de manière sûre et efficace dans votre pratique de yoga et vous transmettre des petites anecdotes inédites de la culture occitane.";34158;Minerve;43.354066, 2.7466
150;ADVENTURE CAP;"Dans nos ""Escape Game Outdoor"", il y a comme dans un escape game en salle : de la réflexion, de la manipulation et de la fouille.
Mais au lieu d'être enfermés c'est un ou plusieurs objets qui doivent être libérés dans un temps limité.
Le jeu comprend une première phase sur la scène d'accueil puis un déplacement en suivant une trace GPS pour récupérer divers éléments et une dernière phase de résolution de l'énigme.";34033;Lunel;43.6676672, 4.1318032
151;THAURAC TENNIS CLUB;Club de tennis à Cazilhac;34067;Cazilhac;43.9181, 3.69655
152;GARAGE LUGANS - LOCATION DE VTT ÉLECTRIQUES;Passez aux vélos à assistance électrique et profitez sans aucune difficulté des sentiers de notre belle région ! Nous vous proposons le VTT électrique semi rigide et le VTT électrique tout suspendu. Moins de fatigue qu'un vélo normal, on peut parcourir des grandes distances. Adapter pour tout type d'âge. Nous sommes en partenariat avec des moniteurs-guides VTT / E.BIKES si vous souhaitez être accompagnés dans vos balades.;34130;Laurens;43.5257268, 3.18749169
153;JARDIN LE MÉDI'ZEN;Situé à Autignac, le Médi'Zen, jardin méditerranéen et zen sur 1500 m2 environ, créé en 2011, est composé de quelques 250 variétés de plantes dont une bonne partie exotiques (agaves, yuccas...) et méditerranéennes. Quelques spécimens rares ou de collection. Un espace zen apporte au jardin un côté apaisant. La visite aux horaires indiqués ou sur rendez-vous se veut ludique et pédagogique. Vous trouverez sur place de nombreuses plantes à emporter. Entrée gratuite.;34018;Autignac;43.501063, 3.16682163
154;ROC'N RIVER - ESCALADE;Sur le massif du Thaurac et sur tous les autres site d’escalade des gorges de l’Hérault, vous pouvez venir découvrir l’escalade et la grande voie. Ce sport permet de grimper et de réaliser l’ascension de parois rocheuses (falaises, arrêtes, aiguilles…);34243;Saint-Bauzille-de-Putois;43.90488, 3.73791
155;MARCHE AQUATIQUE CARNON;"La marche aquatique côtière est une activité très agréable, qui consiste à marcher en milieu aquatique (océans, mers, lacs…) avec une hauteur d'eau située entre le nombril et les aisselles. Profitez des vertus de l'eau de mer en pratiquant la nouvelle activité du littoral !

Lieu de rendez-vous : plage du Gédéon à Carnon
10€ la séance (prêt de combinaisons si besoin)
Inscription obligatoire.";34154;Mauguio;43.5455827, 3.98431974
156;BIKE CARAÏBE;Bike Caraïbe, professionnel du cyclotourisme, vous propose de la location et réparation de vélos avec un service de livraison, nos vélos sont des VTT adultes pour tout âge, VTC , vélos de ville, remorques 2 places pour enfants, sièges bébé , paddle .;34299;Sérignan;43.25774, 3.28691
157;TIKY BEACH - CLUB DE PLAGE;"•	Parc de jeux pour enfants de 0 à 12 ans
•	Anniversaires enfants, concours de châteaux de sable et autres animations
•	Location de transats & Beds
•	Location de pédalos, paddles, paddles géant & vélos aquatique
•	Boissons soft, glaces & fruits frais";34154;Mauguio;43.54428, 3.97854
158;VALRAS BODY FITNESS;"Vous souhaitez faire du sport, de la musculation et de la remise en forme à côté de chez vous. Venez profiter à la salle Body Fitness à Valras-Plage de ses nombreuses activités et équipements (cours collectifs, yoga, cardio et musculation).
N’hésitez pas, renseignez-vous !";34324;Valras-Plage;43.2532146, 3.2879612
